Record Length,Analog:3500,
Sample Interval,Analog:2.000000E-09,
Vertical Units,CH1:V, CH2:V, CH3:V,,
Vertical Scale,CH1:+2.000000E+00, CH2:+5.000000E-02, CH3:+2.000000E+00,,
Vertical Offset,CH1:+0.000000E+00, CH2:+0.000000E+00, CH3:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E-01,
Model Number,T3DSO1204 ,
Serial Number,T0101C21531109,
Software Version,8.3.6.1.37R8,
Source,CH1,CH2,CH3
Second,Value,Value,Value
-6.800000E-08,-1.600000E-01,-2.000000E-03,+0.000000E+00
-6.600000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.400000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.200000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.000000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.800000E-08,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.600000E-08,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.400000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.200000E-08,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.000000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.800000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.600000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.400000E-08,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.200000E-08,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.000000E-08,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.800000E-08,-1.600000E-01,+0.000000E+00,+0.000000E+00
